"x","place","code","lon","lat","ligne","arr","transit"
"http://fr.dbpedia.org/resource/Château-Landon_(métro_de_Paris)","Château-Landon",2111,2.36207,48.8785,"7","10",1644923
"http://fr.dbpedia.org/resource/Voltaire_(métro_de_Paris)","Voltaire",24,2.38011,48.8578,"9","11",5341865
"http://fr.dbpedia.org/resource/Passy_(métro_de_Paris)","Passy",17,2.28578,48.8574,"6","16",3908764
"http://fr.dbpedia.org/resource/Pont_Marie_(métro_de_Paris)","Pont Marie",12,2.35762,48.8533,"7","4",1624879
"http://fr.dbpedia.org/resource/Commerce_(métro_de_Paris)","Commerce",17,2.29421,48.8451,"13, 8","15",2814912
"http://fr.dbpedia.org/resource/Notre-Dame-des-Champs_(métro_de_Paris)","Notre-Dame-des-Champs",414,2.32879,48.8446,"12","6",2077450
"http://fr.dbpedia.org/resource/Michel-Ange_-_Molitor_(métro_de_Paris)","Michel-Ange - Molitor",710,2.26119,48.845,"10, 13, 8, 9","16",2097256
"http://fr.dbpedia.org/resource/Grands_Boulevards_(métro_de_Paris)","Grands Boulevards",11,2.34434,48.8714,"8, 9","2",7092775
"http://fr.dbpedia.org/resource/Vaneau_(métro_de_Paris)","Vaneau",2,2.3212,48.8488,"10","6",964320
"http://fr.dbpedia.org/resource/Saint-Sulpice_(métro_de_Paris)","Saint-Sulpice",2,2.33065,48.8509,"4","6",2551607
"http://fr.dbpedia.org/resource/Porte_Maillot_(métro_de_Paris)","Porte Maillot",3001,2.28184,48.878,"1","16",8998134
"http://fr.dbpedia.org/resource/Saint-Georges_(métro_de_Paris)","Saint-Georges",3110,2.33738,48.8784,"12","9",1279016
"http://fr.dbpedia.org/resource/Télégraphe_(métro_de_Paris)","Télégraphe",23,2.39843,48.8755,"11","19",2506008
"http://fr.dbpedia.org/resource/Richard-Lenoir_(métro_de_Paris)","Richard-Lenoir",814,2.37184,48.8598,"5","11",1767814
"http://fr.dbpedia.org/resource/Saint-Fargeau_(métro_de_Paris)","Saint-Fargeau",24,2.40452,48.8721,"3b","20",884413
"http://fr.dbpedia.org/resource/Esplanade_de_la_Défense_(métro_de_Paris)","Esplanade de la Défense",2910,2.25044,48.8878,"1","",9843051
"http://fr.dbpedia.org/resource/Front_Populaire_(métro_de_Paris)","Front Populaire","FPO",2.36579,48.9069,"12","",1486925
"http://fr.dbpedia.org/resource/Pont_de_Neuilly_(métro_de_Paris)","Pont de Neuilly",2909,2.25989,48.8845,"1","",6902931
"http://fr.dbpedia.org/resource/Chaussée_d'Antin_-_La_Fayette_(métro_de_Paris)","Chaussée d'Antin -",2101,2.33393,48.8731,"7, 9","http://fr.dbpedia.org/resource/9e_arrondissement_de_Paris",7600254
"http://fr.dbpedia.org/resource/Alexandre_Dumas_(métro_de_Paris)","Alexandre Dumas",513,2.39499,48.8562,"2, 3","http://fr.dbpedia.org/resource/11e_arrondissement_de_Paris, http://fr.dbpedia.org/resource/20e_arrondissement_de_Paris",3919412
"http://fr.dbpedia.org/resource/Quai_de_la_Gare_(métro_de_Paris)","Quai de la Gare",9,2.37277,48.8371,"6","13",3420407
"http://fr.dbpedia.org/resource/Sully_-_Morland_(métro_de_Paris)","Sully - Morland",1208,2.36189,48.8514,"7","4",1575223
"http://fr.dbpedia.org/resource/Abbesses_(métro_de_Paris)","Abbesses",3105,2.33871,48.8844,"12","http://fr.dbpedia.org/resource/18e_arrondissement_de_Paris",2588279
"http://fr.dbpedia.org/resource/Filles_du_Calvaire_(métro_de_Paris)","Filles du Calvaire",812,2.36612,48.8641,"8","3",1784167
"http://fr.dbpedia.org/resource/Alma_-_Marceau_(métro_de_Paris)","Alma — Marceau",18,2.30023,48.8649,"9","http://fr.dbpedia.org/resource/8e_arrondissement_de_Paris",4060044
"http://fr.dbpedia.org/resource/Reuilly_-_Diderot_(métro_de_Paris)","Reuilly - Diderot",12,2.3867,48.8473,"1, 8","12",5662974
"http://fr.dbpedia.org/resource/Gare_de_Lyon_(métro_de_Paris)","Gare de Lyon",908,2.37407,48.8447,"1, 5","12",34895701
"http://fr.dbpedia.org/resource/Trocadéro_(métro_de_Paris)","Trocadéro",1715,2.28706,48.8633,"6, 9","16",8973095
"http://fr.dbpedia.org/resource/Bourse_(métro_de_Paris)","Bourse",1104,2.34137,48.8687,"3","2",3288142
"http://fr.dbpedia.org/resource/Saint-Lazare_(métro_de_Paris)","Saint-Lazare",6,2.32619,48.8756,"12, 13, 3, 7, 8, 9","http://fr.dbpedia.org/resource/8e_arrondissement_de_Paris, http://fr.dbpedia.org/resource/9e_arrondissement_de_Paris",44939493
"http://fr.dbpedia.org/resource/École_vétérinaire_de_Maisons-Alfort_(métro_de_Paris)","École vétérinaire",25,2.42188,48.8152,"8","",3175166
"http://fr.dbpedia.org/resource/Pigalle_(métro_de_Paris)","Pigalle",3106,2.33757,48.8823,"12, 2","9",6201914
"http://fr.dbpedia.org/resource/Saint-Placide_(métro_de_Paris)","Saint-Placide",412,2.32691,48.8468,"12, 4","6",3287084
"http://fr.dbpedia.org/resource/Cluny_-_La_Sorbonne_(métro_de_Paris)","Cluny - La Sorbonne",105,2.34458,48.851,"10, 4","5",2509657
"http://fr.dbpedia.org/resource/Miromesnil_(métro_de_Paris)","Miromesnil",18,2.31446,48.8737,"13, 9","http://fr.dbpedia.org/resource/8e_arrondissement_de_Paris",5916541
"http://fr.dbpedia.org/resource/Maraîchers_(métro_de_Paris)","Maraîchers",5,2.40699,48.8529,"9","20",2903399
"http://fr.dbpedia.org/resource/Hôtel_de_Ville_(métro_de_Paris)","Hôtel de Ville",115,2.35149,48.8568,"1, 11","4",11953352
"http://fr.dbpedia.org/resource/Argentine_(métro_de_Paris)","Argentine",1811,2.28932,48.8755,"1","16",2932686
"http://fr.dbpedia.org/resource/Félix_Faure_(métro_de_Paris)","Félix Faure",1612,2.291,48.8424,"8","15",1895590
"http://fr.dbpedia.org/resource/Porte_des_Lilas_(métro_de_Paris)","Porte des Lilas",23,2.40666,48.8772,"11, 3, 3b, 7","19",3724568
"http://fr.dbpedia.org/resource/Rue_Saint-Maur_(métro_de_Paris)","Rue Saint-Maur",24,2.37945,48.8643,"3","11",2960155
"http://fr.dbpedia.org/resource/Denfert-Rochereau_(métro_de_Paris)","Denfert-Rochereau",1514,2.33273,48.8339,"4, 6","14",4339678
"http://fr.dbpedia.org/resource/Pyramides_(métro_de_Paris)","Pyramides",1103,2.33367,48.8669,"7","1",5172054
"http://fr.dbpedia.org/resource/Trinité_-_d'Estienne_d'Orves_(métro_de_Paris)","Trinité - d'Estienne d'Orves",3108,2.3332,48.8763,"12","9",2296191
"http://fr.dbpedia.org/resource/Avron_(métro_de_Paris)","Avron",5,2.39786,48.8519,"2","11",1907820
"http://fr.dbpedia.org/resource/Porte_de_Saint-Ouen_(métro_de_Paris)","Porte de Saint-Ouen",30,2.32871,48.8968,"13","17",3762943
"http://fr.dbpedia.org/resource/Porte_de_Champerret_(métro_de_Paris)","Porte de Champerret",2912,2.29349,48.8859,"3","17",3585658
"http://fr.dbpedia.org/resource/Jaurès_(métro_de_Paris)","Jaurès",22,2.3702,48.8818,"2, 5, 7b","et",4992926
"http://fr.dbpedia.org/resource/Les_Agnettes_(métro_de_Paris)","Les Agnettes",1903,2.28589,48.923,"13","",2368284
"http://fr.dbpedia.org/resource/Goncourt_(métro_de_Paris)","Goncourt",8,2.37069,48.8698,"11","10",3740119
"http://fr.dbpedia.org/resource/Étienne_Marcel_(métro_de_Paris)","Étienne Marcel",1115,2.35061,48.8641,"4","1",2803893
"http://fr.dbpedia.org/resource/Châtelet_(métro_de_Paris)","Châtelet",108,2.34712,48.8585,"1, 11, 4, 7","1",13929657
"http://fr.dbpedia.org/resource/Les_Halles_(métro_de_Paris)","Les Halles",109,2.34597,48.8624,"4","1",15347160
"http://fr.dbpedia.org/resource/Boucicaut_(métro_de_Paris)","Boucicaut",1611,2.28782,48.8411,"8","15",3030137
"http://fr.dbpedia.org/resource/Mairie_de_Saint-Ouen_(métro_de_Paris)","Mairie de Saint-Ouen",19,2.33375,48.9116,"13, 4","",3716189
"http://fr.dbpedia.org/resource/Villejuif_-_Louis_Aragon_(métro_de_Paris)","Villejuif - Louis Aragon",26,2.36756,48.7872,"15, 7","",5814857
"http://fr.dbpedia.org/resource/Bobigny_-_Pablo_Picasso_(métro_de_Paris)","Bobigny - Pablo Picasso",312,2.44999,48.9065,"15, 5","",7135266
"http://fr.dbpedia.org/resource/Tuileries_(métro_de_Paris)","Tuileries",11,2.33031,48.8645,"1","1",2616916
"http://fr.dbpedia.org/resource/Ménilmontant_(métro_de_Paris)","Ménilmontant",24,2.38362,48.8662,"2","11",4316980
"http://fr.dbpedia.org/resource/Havre_-_Caumartin_(métro_de_Paris)","Havre - Caumartin",607,2.32797,48.8735,"3, 9","9",7899688
"http://fr.dbpedia.org/resource/Europe_(métro_de_Paris)","Europe",612,2.32238,48.8788,"3","http://fr.dbpedia.org/resource/8e_arrondissement_de_Paris",1619580
"http://fr.dbpedia.org/resource/Avenue_Émile-Zola_(métro_de_Paris)","Avenue Émile-Zola",17,2.29451,48.847,"10","15",1476223
"http://fr.dbpedia.org/resource/Champs-Élysées_-_Clemenceau_(métro_de_Paris)","Champs-Élysées - Clemenceau",1001,2.31396,48.8674,"1, 13","http://fr.dbpedia.org/resource/8e_arrondissement_de_Paris",4617843
"http://fr.dbpedia.org/resource/Aubervilliers_-_Pantin_-_Quatre_Chemins_(métro_de_Paris)","Aubervilliers - Pantin -",3,2.3925,48.9039,"7","",7051944
"http://fr.dbpedia.org/resource/Bonne-Nouvelle_(métro_de_Paris)","Bonne-Nouvelle",1108,2.34887,48.8706,"8, 9","2",4953438
"http://fr.dbpedia.org/resource/Sèvres_-_Lecourbe_(métro_de_Paris)","Sèvres - Lecourbe",2,2.30948,48.8456,"6","15",2408327
"http://fr.dbpedia.org/resource/Chaussée_d'Antin_-_La_Fayette_(métro_de_Paris)","La Fayette",2101,2.33393,48.8731,"7, 9","http://fr.dbpedia.org/resource/9e_arrondissement_de_Paris",7600254
"http://fr.dbpedia.org/resource/Boissière_(métro_de_Paris)","Boissière",17,2.29039,48.8674,"6","16",2150445
"http://fr.dbpedia.org/resource/Pont_Neuf_(métro_de_Paris)","Pont Neuf",113,2.34149,48.8587,"7","1",1614109
"http://fr.dbpedia.org/resource/Hoche_(métro_de_Paris)","Hoche",309,2.40314,48.8915,"5","",5046958
"http://fr.dbpedia.org/resource/Pont_de_Sèvres_(métro_de_Paris)","Pont de Sèvres",28,2.23103,48.8297,"15, 9","",4557271
"http://fr.dbpedia.org/resource/Quai_de_la_Rapée_(métro_de_Paris)","Quai de la Rapée",9,2.36583,48.8465,"5","12",986508
"http://fr.dbpedia.org/resource/Sentier_(métro_de_Paris)","Sentier",1113,2.34639,48.8676,"3","2",3568784
"http://fr.dbpedia.org/resource/Blanche_(métro_de_Paris)","Blanche",3107,2.3337,48.8835,"2","9",4251153
"http://fr.dbpedia.org/resource/Rennes_(métro_de_Paris)","Rennes",211,2.32776,48.8482,"12","6",1297127
"http://fr.dbpedia.org/resource/Bérault_(métro_de_Paris)","Bérault",25,2.42924,48.8453,"1","",2723583
"http://fr.dbpedia.org/resource/Varenne_(métro_de_Paris)","Varenne",1012,2.31492,48.8562,"13","7",1538258
"http://fr.dbpedia.org/resource/Simplon_(métro_de_Paris)","Simplon",20,2.34709,48.8946,"12, 4","18",2994773
"http://fr.dbpedia.org/resource/Concorde_(métro_de_Paris)","Concorde",1002,2.3224,48.8662,"1, 12, 8","1",7176639
"http://fr.dbpedia.org/resource/Bobigny_-_Pantin_-_Raymond_Queneau_(métro_de_Paris)","Raymond Queneau",3,2.42493,48.8954,"5","",2371008
"http://fr.dbpedia.org/resource/Marcadet_-_Poissonniers_(métro_de_Paris)","Marcadet – Poissonniers",20,2.35003,48.8904,"12, 4","18",6381604
"http://fr.dbpedia.org/resource/Dupleix_(métro_de_Paris)","Dupleix",17,2.29361,48.8504,"6","15",3983127
"http://fr.dbpedia.org/resource/La_Tour-Maubourg_(métro_de_Paris)","La Tour-Maubourg",1008,2.3104,48.8577,"8","7",2152005
"http://fr.dbpedia.org/resource/Bolivar_(métro_de_Paris)","Bolivar",2214,2.37492,48.8805,"7b","19",646310
"http://fr.dbpedia.org/resource/Père_Lachaise_(métro_de_Paris)","Père Lachaise",2404,2.38739,48.8629,"2, 3","11",4682893
"http://fr.dbpedia.org/resource/Duroc_(métro_de_Paris)","Duroc",207,2.31648,48.8468,"10, 13","6",3339347
"http://fr.dbpedia.org/resource/Exelmans_(métro_de_Paris)","Exelmans",714,2.25955,48.8424,"9","16",2060188
"http://fr.dbpedia.org/resource/Mairie_des_Lilas_(métro_de_Paris)","Mairie des Lilas",23,2.41629,48.8798,"11","",4673141
"http://fr.dbpedia.org/resource/Maisons-Alfort_-_Stade_(métro_de_Paris)","Maisons-Alfort - Stade",2515,2.43607,48.8087,"8","",1689344
"http://fr.dbpedia.org/resource/Strasbourg_-_Saint-Denis_(métro_de_Paris)","Strasbourg - Saint-Denis",1110,2.35401,48.8696,"4, 8, 9","2",9751180
"http://fr.dbpedia.org/resource/Mairie_d'Issy_(métro_de_Paris)","Mairie d'Issy",2803,2.27343,48.8242,"12","",4322511
"http://fr.dbpedia.org/resource/Cambronne_(métro_de_Paris)","Cambronne",202,2.30294,48.8475,"6","15",3097164
"http://fr.dbpedia.org/resource/Louvre_-_Rivoli_(métro_de_Paris)","Louvre - Rivoli",112,2.34028,48.8611,"1","http://fr.dbpedia.org/resource/1er_arrondissement_de_Paris",2650897
"http://fr.dbpedia.org/resource/Palais_Royal_-_Musée_du_Louvre_(métro_de_Paris)","Palais Royal - Musée du Louvre",1102,2.33582,48.8628,"1, 7","1",9385220
"http://fr.dbpedia.org/resource/Place_Monge_(métro_de_Paris)","Place Monge",1205,2.35228,48.8436,"7","5",3057167
"http://fr.dbpedia.org/resource/Châtillon_-_Montrouge_(métro_de_Paris)","Châtillon - Montrouge",27,2.30183,48.8105,"13, 15","",6246622
"http://fr.dbpedia.org/resource/Gaîté_(métro_de_Paris)","Gaîté",4,2.32264,48.8387,"13","14",3165824
"http://fr.dbpedia.org/resource/Chardon-Lagache_(métro_de_Paris)","Chardon-Lagache",711,2.26621,48.8451,"10","16",651234
"http://fr.dbpedia.org/resource/Montgallet_(métro_de_Paris)","Montgallet",12,2.38997,48.8443,"8","12",1864016
"http://fr.dbpedia.org/resource/Mairie_de_Clichy_(métro_de_Paris)","Mairie de Clichy",19,2.30534,48.904,"13","",6987958
"http://fr.dbpedia.org/resource/Saint-Denis_-_Porte_de_Paris_(métro_de_Paris)","Saint-Denis - Porte de Paris",19,2.35777,48.9302,"13","",2983942
"http://fr.dbpedia.org/resource/Carrefour_Pleyel_(métro_de_Paris)","Carrefour Pleyel",19,2.34393,48.9199,"13, 15, 16, 17","",2829368
"http://fr.dbpedia.org/resource/Mabillon_(métro_de_Paris)","Mabillon",214,2.33532,48.8528,"10","6",1980247
"http://fr.dbpedia.org/resource/Belleville_(métro_de_Paris)","Belleville",24,2.37695,48.8721,"11, 2","10",11558246
"http://fr.dbpedia.org/resource/George_V_(métro_de_Paris)","George V",1808,2.30046,48.872,"1","http://fr.dbpedia.org/resource/8e_arrondissement_de_Paris",6302761
"http://fr.dbpedia.org/resource/Porte_Dauphine_(métro_de_Paris)","Porte Dauphine",1702,2.27677,48.8715,"2","16",2890496
"http://fr.dbpedia.org/resource/Les_Gobelins_(métro_de_Paris)","Les Gobelins",1413,2.35225,48.8364,"7","5",3835783
"http://fr.dbpedia.org/resource/Opéra_(métro_de_Paris)","Opéra",605,2.33235,48.8706,"3, 7, 8","2",12269711
"http://fr.dbpedia.org/resource/Assemblée_nationale_(métro_de_Paris)","Assemblée nationale",10,2.32113,48.8607,"12","7",1138571
"http://fr.dbpedia.org/resource/Daumesnil_(métro_de_Paris)","Daumesnil",13,2.39579,48.8396,"6, 8","12",5195589
"http://fr.dbpedia.org/resource/Malakoff_-_Plateau_de_Vanves_(métro_de_Paris)","Malakoff - Plateau de Vanves",27,2.29834,48.8228,"13","",3852053
"http://fr.dbpedia.org/resource/Mairie_d'Ivry_(métro_de_Paris)","Mairie d'Ivry",26,2.38339,48.8111,"7","",2907554
"http://fr.dbpedia.org/resource/Porte_d'Auteuil_(métro_de_Paris)","Porte d'Auteuil",707,2.25875,48.848,"10","16",687237
"http://fr.dbpedia.org/resource/Mairie_de_Montrouge_(métro_de_Paris)","Mairie de Montrouge","à renseigner",2.31954,48.8181,"4","",2916681
"http://fr.dbpedia.org/resource/Tolbiac_(métro_de_Paris)","Tolbiac",1410,2.35768,48.8267,"7","13",3582639
"http://fr.dbpedia.org/resource/Place_de_Clichy_(métro_de_Paris)","Place de Clichy",3113,2.32762,48.8838,"13, 2","8",9356430
"http://fr.dbpedia.org/resource/Basilique_de_Saint-Denis_(métro_de_Paris)","Basilique de Saint-Denis",1915,2.36085,48.9381,"13","",5393138
"http://fr.dbpedia.org/resource/Château_Rouge_(métro_de_Paris)","Château Rouge",21,2.34955,48.8867,"4","18",6874733
"http://fr.dbpedia.org/resource/Temple_(métro_de_Paris)","Temple",8,2.36059,48.8665,"3","http://fr.dbpedia.org/resource/3e_arrondissement_de_Paris",1207453
"http://fr.dbpedia.org/resource/Les_Sablons_(métro_de_Paris)","Les Sablons",2908,2.27254,48.8809,"1","",5439982
"http://fr.dbpedia.org/resource/Volontaires_(métro_de_Paris)","Volontaires",16,2.3075,48.8413,"12","15",2511126
"http://fr.dbpedia.org/resource/Saint-Mandé_(métro_de_Paris)","Saint-Mandé",25,2.41867,48.8463,"1, 6","",6039765
"http://fr.dbpedia.org/resource/Vaugirard_(métro_de_Paris)","Vaugirard",1604,2.30149,48.8396,"12","15",3910263
"http://fr.dbpedia.org/resource/Saint-Michel_(métro_de_Paris)","Saint-Michel",101,2.34393,48.8537,"4","5",8797595
"http://fr.dbpedia.org/resource/Charles_Michels_(métro_de_Paris)","Charles Michels",1613,2.28694,48.8466,"10, 13, 8","15",4339534
"http://fr.dbpedia.org/resource/Saint-Marcel_(métro_de_Paris)","Saint-Marcel",9,2.36042,48.838,"5","13",1853989
"http://fr.dbpedia.org/resource/Rue_du_Bac_(métro_de_Paris)","Rue du Bac",210,2.32561,48.8557,"12","7",2632889
"http://fr.dbpedia.org/resource/Malesherbes_(métro_de_Paris)","Malesherbes",601,2.311,48.8825,"3","17",2623165
"http://fr.dbpedia.org/resource/Botzaris_(métro_de_Paris)","Botzaris",23,2.38804,48.8796,"7b","19",951182
"http://fr.dbpedia.org/resource/Sèvres_-_Babylone_(métro_de_Paris)","Sèvres - Babylone",209,2.32666,48.8515,"10, 12","http://fr.dbpedia.org/resource/6e_arrondissement_de_Paris, http://fr.dbpedia.org/resource/7e_arrondissement_de_Paris",5540265
"http://fr.dbpedia.org/resource/Bel-Air_(métro_de_Paris)","Bel-Air",1312,2.40091,48.8413,"6","12",2319026
"http://fr.dbpedia.org/resource/Villiers_(métro_de_Paris)","Villiers",603,2.31487,48.8811,"2, 3","8",6309746
"http://fr.dbpedia.org/resource/Convention_(métro_de_Paris)","Convention",1605,2.29679,48.8374,"12","15",5792331
"http://fr.dbpedia.org/resource/Dugommier_(métro_de_Paris)","Dugommier",13,2.38996,48.839,"6","12",2674338
"http://fr.dbpedia.org/resource/Corvisart_(métro_de_Paris)","Corvisart",1415,2.35051,48.8298,"5, 6","13",2622998
"http://fr.dbpedia.org/resource/Porte_de_Vanves_(métro_de_Paris)","Porte de Vanves",2702,2.30588,48.8279,"13","14",4464578
"http://fr.dbpedia.org/resource/Maison_Blanche_(métro_de_Paris)","Maison Blanche",1409,2.35853,48.8222,"7","13",2122847
"http://fr.dbpedia.org/resource/Brochant_(métro_de_Paris)","Brochant",3008,2.3197,48.8909,"13","17",3492868
"http://fr.dbpedia.org/resource/Villejuif_-_Paul_Vaillant-Couturier_(métro_de_Paris)","Villejuif - Paul Vaillant-Couturier",26,2.36825,48.796,"7","",2261934
"http://fr.dbpedia.org/resource/Église_de_Pantin_(métro_de_Paris)","Église de Pantin",3,2.41292,48.8936,"5, 9","",3693931
"http://fr.dbpedia.org/resource/Saint-Ambroise_(métro_de_Paris)","Saint-Ambroise",8,2.37421,48.8613,"9","11",2780473
"http://fr.dbpedia.org/resource/Croix_de_Chavaux_(métro_de_Paris)","Croix de Chavaux",25,2.43576,48.8581,"9","",5167717
"http://fr.dbpedia.org/resource/Place_des_Fêtes_(métro_de_Paris)","Place des Fêtes",23,2.39296,48.8768,"11, 3b, 7b","19",3321050
"http://fr.dbpedia.org/resource/Lourmel_(métro_de_Paris)","Lourmel",16,2.28182,48.8386,"8","15",2483440
"http://fr.dbpedia.org/resource/Pyrénées_(métro_de_Paris)","Pyrénées",2414,2.38526,48.8739,"11","19",3457271
"http://fr.dbpedia.org/resource/Glacière_(métro_de_Paris)","Glacière",1508,2.34338,48.8312,"6","13",4933269
"http://fr.dbpedia.org/resource/Maisons-Alfort_-_Les_Juilliottes_(métro_de_Paris)","Maisons-Alfort - Les Juilliottes",25,2.44643,48.8026,"8","",2085806
"http://fr.dbpedia.org/resource/Montparnasse_-_Bienvenüe_(métro_de_Paris)","Montparnasse - Bienvenüe",408,2.32307,48.8435,"12, 13, 4, 6","6",31919734
"http://fr.dbpedia.org/resource/Créteil_-_Université_(métro_de_Paris)","Créteil - Université",2506,2.45079,48.7898,"8","",3395813
"http://fr.dbpedia.org/resource/Charenton_-_Écoles_(métro_de_Paris)","Charenton - Écoles",25,2.41386,48.8215,"8","",3074333
"http://fr.dbpedia.org/resource/Rue_des_Boulets_(métro_de_Paris)","Rue des Boulets",5,2.39015,48.8518,"9","11",2740221
